channelId,title,channelTitle,publishedAt
"UCGkKfpUonjN2N0qMNnyWizw","Ultraman Z RTV : Kekuatan Medal Belial (Episode 7)","Ultraman Indonesia RTV","2021-07-12T10:00:24Z"
"UCcSVA15A6UNouOvHsixy1ng","Kere Munggah Bale - Shepin Misa - New Pallapa ( Official Music Video )","PERDANA RECORD","2021-07-14T12:00:01Z"
"UCE9-bV_MCGgLnH7v4HSApDg","LORD ADI SALFOK SAMA APA YANG DIUCAPKAN OLIVIA - INCHEFTIGATION","Official RCTI","2021-07-11T12:00:22Z"
"UC5PBnSG7C0WXp5gjd4bzKtw","『ウルトラマントリガー』第1話(新)「光を繋ぐもの」-公式配信-","ウルトラマン公式 ULTRAMAN OFFICIAL by TSUBURAYA PROD.","2021-07-10T00:28:12Z"
"UCR-hohVc5y6wdrFc99Lk1_Q","Gunakan Baju Tersangka, Nia Ramadhani Menangis Akui Kesalahan dan Sampaikan Maaf #LIP 11/07","Lintas iNews","2021-07-11T03:11:52Z"
"UClvgyQvIplPQU8N73vPlFUA","Funny Penalty Kicks","AshStudio7","2021-07-06T09:51:42Z"
"UC86dbj-lbDks_hZ5gRKL49Q","Euro 2020: Italian team returns home after tournament victory | AFP","AFP News Agency","2021-07-12T05:44:28Z"
"UCMfyiLGzptAStxYf7GEIQYQ","Famous Chhangani Club Kachori of Kolkata🤩🤩 #streetfood #kolkata #clubkachori #kachori #shorts","Foodie Incarnate","2021-07-06T05:04:59Z"
"UC0uHeGDHQiNalfCg8S5J8Eg","SASYA ARKHISNA - BALUNGAN KERE (Official Music Video)","Adhigana Music","2021-07-13T12:00:10Z"
"UCEf_Bc-KVd7onSeifS3py9g","TAEYEON 태연 'Weekend' MV","SMTOWN","2021-07-06T09:00:09Z"
"UCZrV-3Mvk8KPX1wyCqs7vGw","Lionel Messi ● All Record Goals & Assists in Copa America 2021","Messi Magic™","2021-07-12T16:54:38Z"
"UCilqV3GecszUjixKZWsuZ-w","Jamie Miller - Here's Your Perfect (Acoustic)","Jamie Miller","2021-07-09T04:00:10Z"
"UC_pwIXKXNm5KGhdEVzmY60A","[슬기로운 의사생활 시즌2 OST Part 4] TWICE (트와이스) - 누구보다 널 사랑해 (I love you more than anyone) MV","Stone Music Entertainment","2021-07-15T01:16:47Z"
"UCU4G863Yc_RbkvzNTMKGacQ","When You Believe - Novia ft. Lyodra || Ruang Guru","Novia Bachmid","2021-07-13T13:15:32Z"
"UCyPQHLKgIbeld-8RAHB0Gwg","Argentina | Road to Final Copa America 2021","MM9 PRO HDI","2021-07-07T13:36:34Z"
"UC86dbj-lbDks_hZ5gRKL49Q","Argentina team returns home after Copa America victory | AFP","AFP News Agency","2021-07-11T13:56:11Z"
"UCpryVRk_VDudG8SHXgWcG0w","HIGHLIGHTS | Hibernian vs Arsenal (2-1) | Pre-season friendly | Smith Rowe scores","Arsenal","2021-07-13T22:00:08Z"
"UC0Fkh072D94BNdBM2bNrz_Q","DJ TERBARU VIRAL TIKTOK 2021 CHIKA LOKA","KELUD PRODUCTION","2021-07-12T05:07:06Z"
"UCmAbgFq6MEbQ7tO36zHfAIA","6 Obat Anosmia Alami untuk Mengatasi Indra Penciuman yang Hilang","NOVA","2021-07-13T12:27:05Z"
"UCNHqb1IRxQ5WBsWtO53JL2g","Buenos Aires erupts as Argentina beat Brazil in Copa América final","Guardian Football","2021-07-11T10:16:28Z"
"UCWGNHePUJW56gsPniGj5OEg","女主回國見男主，兩人激情熱吻 💖 中国电视剧","甜剧小屋","2021-07-12T12:00:13Z"
"UC5BMIWZe9isJXLZZWPWvBlg","Begini Nasib Oknum Satpol PP yang Aniaya Ibu Hamil di Gowa","KOMPASTV","2021-07-15T12:54:01Z"
"UCGfXjFgIUUTUUlzdG6BenXA","Gunakan Truk Sebagai Penyamaran, Polisi Tangkap Basah Pria Paruh Baya - Police Story 06/07","iNews Magazine","2021-07-06T14:30:05Z"
"UC7eoH2EuCZZoowe7QV5xJyA","Måneskin - Beggin' (Lyrics)","sunday","2021-07-07T16:26:40Z"
"UCEHprhvK2xu0CYKcnbMshBw","NAGIH  UTANG || KONTRAKAN REMPONG EPISODE 354","WARINTIL OFFICIAL","2021-07-12T03:00:31Z"
"UClODGUvIzrIxk1LnH75SxJQ","PENEMUAN ZAMAN BATU (PART 2) - SENGKLEKMAN","sengklekman","2021-07-15T11:15:12Z"
"UCfLza-BA-gyEc99yjJxE_UQ","DJ YANG MANIS TAPI BUKAN GULA REMIX VIRAL TIKTOK TERBARU 2021 | DJ YANG MANIS","Jay Stefan","2021-07-08T12:15:07Z"
"UC7RMi15o0aQacJhxOc6LLmw","ATEEZ JAPAN 1st SINGLE 'Dreamers' Music Video","日本コロムビア 公式YouTubeチャンネル","2021-07-11T15:00:20Z"
"UCaxNFw2ryxzjSAxRVP-0Dfg","Saat Teduh Bersama-PILIHAN HIDUP YANG MENENTUKAN KEPUASAN BATIN | 10/07/21(Official Philip Mantofa)","Philip Mantofa","2021-07-10T13:15:05Z"
"UCG0RYLzpSiwnT8HtTPmHkRw","NGOBROL SANTAI DENGAN Om2! @Edho Zell @Danidjidat","Gema Show Indo","2021-07-14T15:50:59Z"
